DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP,0.4553710705574321,0.010488151713225952,1.3602326428268148,0.16770970374319893,2001.0,1.0
