DATASET,TOT,BACKWARD,,DIRECTION
MONKS_1,9468.092499999999,1324.3450000000253,5595.543999999998,14.522999999999913
MONKS_2,4385.4535,650.2964999999982,2479.6480000000006,5.451499999999977
MONKS_3,50295.56449999999,7223.922999999859,29842.217500000057,75.05600000000112
