DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP_,0.04131020591071692,0.0,0.043446403652817316,0.0,501.0,1.0
