DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP_,0.6220950063626933,0.0,1.659722567075599,0.0,2001.0,1.0
