DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP,0.3913554511387114,0.0387394363754682,1.7740885342377941,0.0788905241875062,2001.0,1.0
