DATASET,TOT,BACKWARD,LS,DIRECTION
MONKS_1,3278.0762999999997,328.3552999999878,1436.5311000000002,9.572300000000006
MONKS_2,2023.5356499999998,198.09649999999394,892.1258,5.832500000000003
MONKS_3,4361.179833333334,438.7787999999883,1906.624766666667,12.69780000000004
