DATASET,TOT,BACKWARD,,DIRECTION
MONKS_1,9728.4625,1364.612500000017,5750.071499999999,15.097999999999914
MONKS_2,3944.341,579.5170000000011,2236.7490000000007,5.006999999999989
MONKS_3,74283.8755,10581.138500000088,44239.26750000015,109.14500000000352
