DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP,0.040049183137397464,0.000934810699046551,0.11549931844447377,0.005314224873938983,500.0,1.061
