DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP,0.926838135374871,0.03454949763215878,1.6145566598963224,0.04896651685837082,499.0,1.0
