DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP_,0.07429526606614295,0.0,0.07733472926537104,0.0,500.0,1.0
