DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP,42.42461060357414,0.33605789359986105,40.4292928792955,0.8049929547454262,2000.0,1.0
