DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP,0.4245055138088186,0.020377405035387514,1.44376056500904,0.2512376259254241,2001.0,1.0
