DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP,41.48911745694227,0.3771197685139356,42.600877876391166,0.8857156342915466,2000.0,1.0
