DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP_,0.46585922227065796,0.0,1.5279423465700135,0.0,2001.0,1.0
