DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP,0.3678219268858941,0.026881608353890307,1.9774055202716454,0.2396092261115158,2001.0,1.0
