DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP,0.5087009692665674,0.04284174699590937,1.5150416997030036,0.01290064686701009,2001.0,1.0002498750624689
