DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,MEAN_ACCURACY_TR,STD_ACCURACY_TR,MEAN_ACCURACY_TS,STD_ACCURACY_TS,CONVERGENCE,LS
MONKS_3,2.082575538479068e-06,0.0,3.278723886568253e-06,0.0,1.0,0.0,1.0,0.0,70059.0,1.0
