DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,CONVERGENCE,LS
CUP_,0.0530268438755847,0.0,0.068956685094489,0.0,2000.0,1.0
