DATASET,MEAN_MSE_TR,STD_MSE_TR,MEAN_MSE_TS,STD_MSE_TS,MEAN_ACCURACY_TR,STD_ACCURACY_TR,MEAN_ACCURACY_TS,STD_ACCURACY_TS,CONVERGENCE,LS
MONKS_3,8.959490692834585e-07,0.0,8.915124731677335e-07,0.0,1.0,0.0,1.0,0.0,6479.0,8.292946442352214
