DATASET,TOT,BACKWARD,LS,DIRECTION
MONKS_1,5163.2533,149.94699999999966,1.0,1.0
MONKS_2,5385.2705000000005,159.4701499999997,1.0,1.0
MONKS_3,5304.072133333334,155.96289999999982,1.0,1.0
