DATASET,TOT,BACKWARD,LS,DIRECTION
MONKS_1,5214.1981,147.68130000000056,1.0,1.0
MONKS_2,5437.3213,157.6266500000008,1.0,1.0
MONKS_3,5353.345533333331,154.00930000000076,1.0,1.0
